Year,Value,Innovation Name,Indicator Number,Indicator Name,Description,Metric,Data Source,Comments,Spatial Scale,File,Sheet
1920,13.795447595,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1920,13.795447595,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1920,13.795447595,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1920,192.30500834971608,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1920,192.30500834971608,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1920,192.30500834971608,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1921,45.860542005,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1921,45.860542005,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1921,45.860542005,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1921,413.4557679518895,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1921,413.4557679518895,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1921,413.4557679518895,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1922,96.19528323,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1922,96.19528323,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1922,96.19528323,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1922,667.7791414943891,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1922,667.7791414943891,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1922,667.7791414943891,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1922,0.011,dishwashers,1.1,Adoption over Time,Share of Households,%,OWID,HATCH data,United States,HATCH files,HATCH
1922,0.011,dishwashers,1.1,Adoption over Time,Share of Households,%,OWID,HATCH data,United States,HATCH files,HATCH
1922,0.011,dishwashers,1.1,Adoption over Time,Share of Households,%,OWID,HATCH data,United States,HATCH files,HATCH
1923,164.79967127,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1923,164.79967127,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1923,164.79967127,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1923,960.2510210682634,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1923,960.2510210682634,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1923,960.2510210682634,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1923,0.01,dishwashers,1.1,Adoption over Time,Share of Households,%,OWID,HATCH data,United States,HATCH files,HATCH
1923,0.01,dishwashers,1.1,Adoption over Time,Share of Households,%,OWID,HATCH data,United States,HATCH files,HATCH
1923,0.01,dishwashers,1.1,Adoption over Time,Share of Households,%,OWID,HATCH data,United States,HATCH files,HATCH
1924,251.673706125,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1924,251.673706125,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1924,251.673706125,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1924,1296.5936825782192,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1924,1296.5936825782192,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1924,1296.5936825782192,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1924,0.018,dishwashers,1.1,Adoption over Time,Share of Households,%,OWID,HATCH data,United States,HATCH files,HATCH
1924,0.018,dishwashers,1.1,Adoption over Time,Share of Households,%,OWID,HATCH data,United States,HATCH files,HATCH
1924,0.018,dishwashers,1.1,Adoption over Time,Share of Households,%,OWID,HATCH data,United States,HATCH files,HATCH
1925,356.81738779500006,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1925,356.81738779500006,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1925,356.81738779500006,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1925,1683.387743314668,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1925,1683.387743314668,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1925,1683.387743314668,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1926,480.2307162800001,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1926,480.2307162800001,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1926,480.2307162800001,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1926,2128.200913161584,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1926,2128.200913161584,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1926,2128.200913161584,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1927,621.9136915800001,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1927,621.9136915800001,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1927,621.9136915800001,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1927,2639.7360584855383,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1927,2639.7360584855383,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1927,2639.7360584855383,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1928,781.8663136950001,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1928,781.8663136950001,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1928,781.8663136950001,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1928,3228.0014756080845,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1928,3228.0014756080845,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1928,3228.0014756080845,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1929,960.0885826250002,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1929,960.0885826250002,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1929,960.0885826250002,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1929,3904.506705299013,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1929,3904.506705299013,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1929,3904.506705299013,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1930,1125.4475287975,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1930,1125.4475287975,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1930,1125.4475287975,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1930,4682.48771944358,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1930,4682.48771944358,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1930,4682.48771944358,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1931,1277.9431522125,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1931,1277.9431522125,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1931,1277.9431522125,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1931,5538.266835002605,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1931,5538.266835002605,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1931,5538.266835002605,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1931,0.006,dishwashers,1.1,Adoption over Time,Share of Households,%,OWID,HATCH data,United States,HATCH files,HATCH
1931,0.006,dishwashers,1.1,Adoption over Time,Share of Households,%,OWID,HATCH data,United States,HATCH files,HATCH
1931,0.006,dishwashers,1.1,Adoption over Time,Share of Households,%,OWID,HATCH data,United States,HATCH files,HATCH
1932,1448.98805989375,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1932,1448.98805989375,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1932,1448.98805989375,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1932,6479.623862117533,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1932,6479.623862117533,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1932,6479.623862117533,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1933,1638.58225184125,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1933,1638.58225184125,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1933,1638.58225184125,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1933,7515.116591943953,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1933,7515.116591943953,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1933,7515.116591943953,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1934,1845.9800281850005,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1934,1845.9800281850005,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1934,1845.9800281850005,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1934,8654.158594753015,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1934,8654.158594753015,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1934,8654.158594753015,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1935,2071.181388925,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1935,2071.181388925,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1935,2071.181388925,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1935,9907.104797842983,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1935,9907.104797842983,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1935,9907.104797842983,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1936,2322.9483075337503,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1936,2322.9483075337503,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1936,2322.9483075337503,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1936,11285.345621241948,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1936,11285.345621241948,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1936,11285.345621241948,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1937,2601.28078401125,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1937,2601.28078401125,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1937,2601.28078401125,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1937,12801.41052698081,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1937,12801.41052698081,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1937,12801.41052698081,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1938,2870.29201211375,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1938,2870.29201211375,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1938,2870.29201211375,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1938,14469.081923293556,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1938,14469.081923293556,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1938,14469.081923293556,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1939,3129.98199184125,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1939,3129.98199184125,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1939,3129.98199184125,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1939,16303.52045923758,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1939,16303.52045923758,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1939,16303.52045923758,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1940,3453.8720697515623,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1940,3453.8720697515623,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1940,3453.8720697515623,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1940,18321.402848776004,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1940,18321.402848776004,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1940,18321.402848776004,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1941,3993.6632353627047,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1941,3993.6632353627047,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1941,3993.6632353627047,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1941,20541.07347726828,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1941,20541.07347726828,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1941,20541.07347726828,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1942,4799.545980583183,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1942,4799.545980583183,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1942,4799.545980583183,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1942,22982.711168609767,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1942,22982.711168609767,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1942,22982.711168609767,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1943,5921.710797321506,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1943,5921.710797321506,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1943,5921.710797321506,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1943,25668.512629085417,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1943,25668.512629085417,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1943,25668.512629085417,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1944,7410.348177486179,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1944,7410.348177486179,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1944,7410.348177486179,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1944,28622.894235608623,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1944,28622.894235608623,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1944,28622.894235608623,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1945,9315.64861298571,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1945,9315.64861298571,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1945,9315.64861298571,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1945,31872.71400278416,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1945,31872.71400278416,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1945,31872.71400278416,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1946,11687.802595728605,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1946,11687.802595728605,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1946,11687.802595728605,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1946,35447.51574667724,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1946,35447.51574667724,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1946,35447.51574667724,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1946,8000.0,television,1.1,Adoption over Time,Cumulative Calculation,-,CHAT,HATCH data,United States,HATCH files,HATCH
1946,8000.0,television,1.1,Adoption over Time,Cumulative Calculation,-,CHAT,HATCH data,United States,HATCH files,HATCH
1946,8000.0,television,1.1,Adoption over Time,Cumulative Calculation,-,CHAT,HATCH data,United States,HATCH files,HATCH
1947,14577.000617623373,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1947,14577.000617623373,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1947,14577.000617623373,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1947,39201.05757776498,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1947,39201.05757776498,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1947,39201.05757776498,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1947,26000.0,television,1.1,Adoption over Time,Cumulative Calculation,-,CHAT,HATCH data,United States,HATCH files,HATCH
1947,26000.0,television,1.1,Adoption over Time,Cumulative Calculation,-,CHAT,HATCH data,United States,HATCH files,HATCH
1947,26000.0,television,1.1,Adoption over Time,Cumulative Calculation,-,CHAT,HATCH data,United States,HATCH files,HATCH
1948,17718.899772977016,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1948,17718.899772977016,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1948,17718.899772977016,washing machines,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1948,43142.276500407104,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1948,43142.276500407104,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
1948,43142.276500407104,laundry dryers,1.1,Adoption over Time,Cumulative Total Capacity,MW,Wilson & Grubler,HATCH data,United States,HATCH files,HATCH
