Year,Value,Innovation Name,Indicator Number,Indicator Name,Description,Metric,Data Source,Comments,Spatial Scale,File,Sheet
2007,95000.0,car sharing,1.1,Adoption over time,registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2008,116000.0,car sharing,1.1,Adoption over time,registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2009,137000.0,car sharing,1.1,Adoption over time,registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2010,158000.0,car sharing,1.1,Adoption over time,registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2011,190000.0,car sharing,1.1,Adoption over time,registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2012,262000.0,car sharing,1.1,Adoption over time,registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2013,453000.0,car sharing,1.1,Adoption over time,registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2014,757000.0,car sharing,1.1,Adoption over time,registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2015,1040000.0,car sharing,1.1,Adoption over time,registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2016,1260000.0,car sharing,1.1,Adoption over time,registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2017,1715000.0,car sharing,1.1,Adoption over time,registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2018,2110000.0,car sharing,1.1,Adoption over time,registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2019,2460000.0,car sharing,1.1,Adoption over time,registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2020,2290000.0,car sharing,1.1,Adoption over time,registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2021,2874400.0,car sharing,1.1,Adoption over time,registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2022,3393000.0,car sharing,1.1,Adoption over time,registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2023,4472800.0,car sharing,1.1,Adoption over time,registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2024,5506040.0,car sharing,1.1,Adoption over time,registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2012,37000.0,car sharing,2.5,Choice availability,free-floating cars - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2013,183000.0,car sharing,2.5,Choice availability,free-floating cars - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2014,437000.0,car sharing,2.5,Choice availability,free-floating cars - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2015,660000.0,car sharing,2.5,Choice availability,free-floating cars - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2016,830000.0,car sharing,2.5,Choice availability,free-floating cars - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2017,1260000.0,car sharing,2.5,Choice availability,free-floating cars - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2018,1575000.0,car sharing,2.5,Choice availability,free-floating cars - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2019,1810000.0,car sharing,2.5,Choice availability,free-floating cars - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2020,1580000.0,car sharing,2.5,Choice availability,free-floating cars - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2021,2150300.0,car sharing,2.5,Choice availability,free-floating cars - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2022,2604000.0,car sharing,2.5,Choice availability,free-floating cars - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2023,3565220.0,car sharing,2.5,Choice availability,free-floating cars - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2024,4505600.0,car sharing,2.5,Choice availability,free-floating cars - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2012,1300.0,car sharing,2.5,Choice availability,free-floating cars - registered vehicles,# vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2013,4550.0,car sharing,2.5,Choice availability,free-floating cars - registered vehicles,# vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2014,6250.0,car sharing,2.5,Choice availability,free-floating cars - registered vehicles,# vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2015,6400.0,car sharing,2.5,Choice availability,free-floating cars - registered vehicles,# vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2016,7000.0,car sharing,2.5,Choice availability,free-floating cars - registered vehicles,# vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2017,7270.0,car sharing,2.5,Choice availability,free-floating cars - registered vehicles,# vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2018,7300.0,car sharing,2.5,Choice availability,free-floating cars - registered vehicles,# vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2019,8110.0,car sharing,2.5,Choice availability,free-floating cars - registered vehicles,# vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2020,12380.0,car sharing,2.5,Choice availability,free-floating cars - registered vehicles,# vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2021,13180.0,car sharing,2.5,Choice availability,free-floating cars - registered vehicles,# vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2022,15900.0,car sharing,2.5,Choice availability,free-floating cars - registered vehicles,# vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2023,18570.0,car sharing,2.5,Choice availability,free-floating cars - registered vehicles,# vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2024,26350.0,car sharing,2.5,Choice availability,free-floating cars - registered vehicles,# vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
1997,0.0,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
1998,0.0,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
1999,0.0,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2000,0.0,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2001,0.0,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2002,0.0,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2003,0.0,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2004,0.0,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2005,0.0,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2006,0.0,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2007,0.0,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2008,0.0,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2009,0.0,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2010,0.0,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2011,0.0,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2012,0.1830985915492958,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2013,0.4044444444444444,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2014,0.4480286738351255,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2015,0.4155844155844156,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2016,0.4347826086956522,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2017,0.4226744186046512,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2018,0.4066852367688022,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2019,0.4014851485148515,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2020,0.4874015748031496,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2021,0.5026697177726926,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2022,0.5264900662251656,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2023,0.5473032714412025,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2024,0.6112270934817907,car sharing,2.5,Choice availability,free-floating cars as % of all shared cars,% vehicles,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
1997,19000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
1998,23000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
1999,29000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2000,38000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2001,46000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2002,55000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2003,59500.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2004,68500.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2005,76000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2006,83000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2007,95000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2008,116000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2009,137000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2010,158000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2011,190000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2012,225000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2013,270000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2014,320000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2015,380000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2016,430000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2017,455000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2018,535000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2019,650000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2020,710000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2021,724100.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2022,789000.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
2023,907580.0,car sharing,2.5,Choice availability,station-based or combined - registered drivers,# drivers,Bundesverband CarSharing e. V. (2024). www.carsharing.de,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_final/car sharing NB 15Nov.xlsx,Germany
