Year,Value,Innovation Name,Indicator Number,Indicator Name,Description,Metric,Data Source,Comments,Spatial Scale,File,Sheet
2009,4867,passive buildings,2.9,Inter-dependence (with hardware),passive retrofits,retrofitted floorspace (m2 ?),https://passivehouse-database.org/,Germany,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Germany
2010,10744,passive buildings,2.9,Inter-dependence (with hardware),passive retrofits,retrofitted floorspace (m2 ?),https://passivehouse-database.org/,Germany,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Germany
2011,12456,passive buildings,2.9,Inter-dependence (with hardware),passive retrofits,retrofitted floorspace (m2 ?),https://passivehouse-database.org/,Germany,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Germany
2012,15552,passive buildings,2.9,Inter-dependence (with hardware),passive retrofits,retrofitted floorspace (m2 ?),https://passivehouse-database.org/,Germany,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Germany
2013,1022,passive buildings,2.9,Inter-dependence (with hardware),passive retrofits,retrofitted floorspace (m2 ?),https://passivehouse-database.org/,Germany,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Germany
2014,14482,passive buildings,2.9,Inter-dependence (with hardware),passive retrofits,retrofitted floorspace (m2 ?),https://passivehouse-database.org/,Germany,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Germany
2015,1473,passive buildings,2.9,Inter-dependence (with hardware),passive retrofits,retrofitted floorspace (m2 ?),https://passivehouse-database.org/,Germany,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Germany
2016,693,passive buildings,2.9,Inter-dependence (with hardware),passive retrofits,retrofitted floorspace (m2 ?),https://passivehouse-database.org/,Germany,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Germany
2017,166,passive buildings,2.9,Inter-dependence (with hardware),passive retrofits,retrofitted floorspace (m2 ?),https://passivehouse-database.org/,Germany,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Germany
2019,1662,passive buildings,2.9,Inter-dependence (with hardware),passive retrofits,retrofitted floorspace (m2 ?),https://passivehouse-database.org/,Germany,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Germany
2020,287,passive buildings,2.9,Inter-dependence (with hardware),passive retrofits,retrofitted floorspace (m2 ?),https://passivehouse-database.org/,Germany,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Germany
2021,402,passive buildings,2.9,Inter-dependence (with hardware),passive retrofits,retrofitted floorspace (m2 ?),https://passivehouse-database.org/,Germany,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Germany
2004,0,passive buildings,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2005,0,passive buildings,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2006,0,passive buildings,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2007,0,passive buildings,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2008,0,passive buildings,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2009,0,passive buildings,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2010,0,passive buildings,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2011,0,passive buildings,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2012,0,passive buildings,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2013,100,passive buildings,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2014,0,passive buildings,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2015,0,passive buildings,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2016,0,passive buildings,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2017,0,passive buildings,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2018,0,passive buildings,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2019,0,passive buildings,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2020,0,passive buildings,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2021,0,passive buildings,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2022,0,passive buildings,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2023,0,passive buildings,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2024,0,passive buildings,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2004,0,passive buildings,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2005,0,passive buildings,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2006,0,passive buildings,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2007,0,passive buildings,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2008,0,passive buildings,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2009,0,passive buildings,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2010,0,passive buildings,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2011,0,passive buildings,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2012,0,passive buildings,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
2013,100,passive buildings,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,Google Trends,Google Trends,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Google Trends GN 8Jan.xlsx,ALL DATA
1991,4,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1992,0,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1993,0,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1994,0,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1995,0,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1996,1,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1997,74,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1998,115,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1999,227,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2000,488,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2001,203,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2002,320,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2003,604,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2004,662,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2005,827,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2006,949,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2007,1347,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2008,1464,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2009,1862,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2010,4668,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2011,2287,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2012,3043,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2013,2443,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2014,2655,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2015,2381,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2016,1988,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2017,2247,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2018,1731,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2019,2218,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2020,1536,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2021,1578,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2022,1401,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2023,264,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2024,285,passive buildings,1.1,Adoption over time,new passive buildings,# of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1991,4,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1992,4,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1993,4,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1994,4,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1995,4,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1996,5,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1997,79,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1998,194,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1999,421,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2000,909,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2001,1112,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2002,1432,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2003,2036,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2004,2698,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2005,3525,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2006,4474,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2007,5821,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2008,7285,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2009,9147,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2010,13815,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2011,16102,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2012,19145,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2013,21588,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2014,24243,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2015,26624,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2016,28612,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2017,30859,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2018,32590,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2019,34808,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2020,36344,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2021,37922,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2022,39323,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2023,39587,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
2024,39872,passive buildings,1.1,Adoption over time,cumulative new passive buildings,cumulative # of new units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1991,0,passive buildings,1.1,Adoption over time,passive retrofits,# of retrofitted units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1992,0,passive buildings,1.1,Adoption over time,passive retrofits,# of retrofitted units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1993,1,passive buildings,1.1,Adoption over time,passive retrofits,# of retrofitted units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1994,0,passive buildings,1.1,Adoption over time,passive retrofits,# of retrofitted units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1995,1,passive buildings,1.1,Adoption over time,passive retrofits,# of retrofitted units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1996,0,passive buildings,1.1,Adoption over time,passive retrofits,# of retrofitted units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1997,2,passive buildings,1.1,Adoption over time,passive retrofits,# of retrofitted units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
1998,0,passive buildings,1.1,Adoption over time,passive retrofits,# of retrofitted units,https://passivehouse-database.org/,,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/passive buildings BBK 12Jan.xlsx,Global
